PA_RANK,Rank,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,HR_per_PA,RBI_per_PA,R_per_PA,WAR_per_PA
279,316,Randal Grichuk,,49,210,8,24,27,1,5.9%,20.3%,0.18,0.288,0.254,0.304,0.434,0.318,105,-0.3,1.0,-1.9,0.6,0.0380952380952381,0.12857142857142856,0.11428571428571428,0.002857142857142857
280,505,Brett Harris,ATH,8,35,1,4,3,0,8.6%,22.0%,0.107,0.269,0.218,0.299,0.326,0.28,85,0.0,-0.6,0.1,0.1,0.02857142857142857,0.08571428571428572,0.11428571428571428,0.002857142857142857
281,516,Nick Sogard,BOS,8,35,0,4,3,1,9.9%,22.4%,0.09,0.299,0.234,0.312,0.324,0.285,79,0.0,-0.9,0.2,0.1,0.0,0.08571428571428572,0.11428571428571428,0.002857142857142857
282,510,Enmanuel Valdez,PIT,8,35,1,4,4,0,8.8%,24.2%,0.168,0.274,0.23,0.299,0.398,0.304,91,0.0,-0.4,-0.2,0.1,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.002857142857142857
283,256,Rowdy Tellez,,81,350,15,40,47,1,8.6%,20.7%,0.197,0.274,0.249,0.316,0.446,0.328,112,-0.6,4.5,-6.7,1.0,0.04285714285714286,0.13428571428571429,0.11428571428571428,0.002857142857142857
284,446,Nick Kurtz,ATH,16,70,2,8,8,1,10.7%,25.2%,0.162,0.291,0.236,0.322,0.398,0.316,110,-0.1,0.7,-1.2,0.2,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.002857142857142857
285,194,Kyle Stowers,MIA,122,525,22,63,69,2,8.3%,30.5%,0.202,0.294,0.23,0.302,0.432,0.317,100,-0.7,-0.5,-2.9,1.5,0.0419047619047619,0.13142857142857142,0.12,0.002857142857142857
286,451,Chadwick Tromp,ATL,18,70,2,7,7,0,7.0%,24.9%,0.138,0.273,0.223,0.277,0.361,0.28,77,-0.1,-2.1,1.4,0.2,0.02857142857142857,0.1,0.1,0.002857142857142857
287,513,Casey Schmitt,SFG,8,35,1,3,4,0,5.4%,24.0%,0.139,0.284,0.234,0.28,0.373,0.285,83,0.0,-0.7,0.1,0.1,0.02857142857142857,0.11428571428571428,0.08571428571428572,0.002857142857142857
288,186,Jorge Polanco,,123,532,17,56,57,6,9.9%,26.0%,0.154,0.278,0.225,0.306,0.379,0.301,94,-0.8,-4.6,1.9,1.5,0.03195488721804511,0.10714285714285714,0.10526315789473684,0.002819548872180451
289,269,Alek Thomas,ARI,75,322,7,40,32,7,6.5%,18.7%,0.143,0.29,0.25,0.302,0.393,0.302,91,0.0,-3.3,1.1,0.9,0.021739130434782608,0.09937888198757763,0.12422360248447205,0.0027950310559006213
290,333,David Hamilton,BOS,50,217,4,26,19,20,8.7%,24.5%,0.129,0.293,0.23,0.298,0.359,0.29,82,2.0,-2.5,0.8,0.6,0.018433179723502304,0.08755760368663594,0.11981566820276497,0.0027649769585253456
291,237,Ramón Laureano,,92,399,14,46,47,10,7.1%,28.6%,0.175,0.302,0.236,0.307,0.411,0.313,102,-0.1,0.8,-3.4,1.1,0.03508771929824561,0.11779448621553884,0.11528822055137844,0.002756892230576441
292,167,Luis Arraez,SDP,152,658,5,73,50,7,5.9%,5.5%,0.086,0.319,0.307,0.352,0.392,0.326,113,-1.5,8.5,-13.1,1.8,0.007598784194528876,0.07598784194528875,0.11094224924012158,0.002735562310030395
293,289,Juan Brito,CLE,68,294,5,31,28,4,10.1%,19.5%,0.124,0.268,0.227,0.31,0.351,0.294,92,-0.4,-3.2,0.8,0.8,0.017006802721088437,0.09523809523809523,0.1054421768707483,0.00272108843537415
294,188,Victor Robles,SEA,128,553,8,58,46,37,7.2%,21.3%,0.106,0.302,0.242,0.317,0.348,0.296,98,3.1,2.0,-5.6,1.5,0.014466546112115732,0.08318264014466546,0.10488245931283906,0.0027124773960217
295,387,Liam Hicks,MIA,37,148,1,15,10,0,10.6%,18.6%,0.075,0.278,0.228,0.326,0.303,0.288,81,-0.4,-3.8,2.4,0.4,0.006756756756756757,0.06756756756756757,0.10135135135135136,0.002702702702702703
296,179,Orlando Arcia,ATL,138,595,17,59,63,2,7.3%,20.4%,0.143,0.272,0.237,0.294,0.38,0.295,87,-0.9,-10.2,6.4,1.6,0.02857142857142857,0.10588235294117647,0.09915966386554621,0.002689075630252101
297,337,Addison Barger,TOR,52,224,8,24,27,2,8.6%,26.7%,0.171,0.278,0.225,0.296,0.396,0.302,97,-0.2,-0.9,-1.2,0.6,0.03571428571428571,0.12053571428571429,0.10714285714285714,0.0026785714285714286
298,302,Jose Trevino,CIN,66,262,6,26,26,2,6.6%,17.3%,0.128,0.27,0.24,0.294,0.368,0.291,79,-0.4,-7.1,5.1,0.7,0.022900763358778626,0.09923664122137404,0.09923664122137404,0.0026717557251908397
299,175,Ryan McMahon,COL,147,637,23,74,76,6,10.2%,28.5%,0.176,0.309,0.24,0.32,0.415,0.321,92,-1.2,-7.0,2.3,1.7,0.03610675039246468,0.11930926216640503,0.11616954474097331,0.0026687598116169543
300,261,Seth Brown,ATH,79,343,15,38,44,4,7.0%,27.6%,0.19,0.286,0.235,0.291,0.426,0.309,105,-0.2,1.8,-4.2,0.9,0.043731778425655975,0.1282798833819242,0.11078717201166181,0.0026239067055393588
301,203,MJ Melendez,KCR,115,497,19,63,62,7,10.1%,24.5%,0.193,0.278,0.235,0.314,0.428,0.321,105,-0.9,2.0,-5.5,1.3,0.03822937625754527,0.12474849094567404,0.1267605633802817,0.0026156941649899397
302,357,Agustin Ramirez,MIA,47,192,6,20,22,4,8.0%,22.9%,0.158,0.277,0.235,0.298,0.393,0.301,90,0.2,-2.2,0.3,0.5,0.03125,0.11458333333333333,0.10416666666666667,0.0026041666666666665
303,276,Mickey Moniak,LAA,71,308,13,38,38,6,4.9%,28.7%,0.191,0.297,0.238,0.282,0.43,0.305,97,-0.2,-1.4,-0.8,0.8,0.04220779220779221,0.12337662337662338,0.12337662337662338,0.0025974025974025974
304,450,Luken Baker,STL,18,77,4,9,11,0,9.8%,26.1%,0.217,0.259,0.228,0.305,0.446,0.323,109,-0.1,0.7,-1.5,0.2,0.05194805194805195,0.14285714285714285,0.11688311688311688,0.0025974025974025974
305,370,Christian Bethancourt,,39,154,5,15,17,2,4.6%,26.0%,0.149,0.277,0.227,0.264,0.376,0.278,78,-0.1,-4.1,3.0,0.4,0.032467532467532464,0.11038961038961038,0.09740259740259741,0.0025974025974025974
306,367,Luke Keaschall,MIN,36,154,4,17,15,4,9.6%,23.7%,0.142,0.297,0.239,0.331,0.381,0.315,106,0.1,1.2,-2.2,0.4,0.025974025974025976,0.09740259740259741,0.11038961038961038,0.0025974025974025974
307,253,Heston Kjerstad,BAL,89,385,12,46,42,2,6.9%,25.2%,0.16,0.308,0.248,0.315,0.409,0.315,108,-0.5,3.1,-6.2,1.0,0.03116883116883117,0.10909090909090909,0.11948051948051948,0.0025974025974025974
308,356,Tyler Heineman,TOR,50,198,2,19,13,4,9.3%,21.8%,0.083,0.268,0.211,0.297,0.293,0.269,74,-0.1,-6.0,3.9,0.5,0.010101010101010102,0.06565656565656566,0.09595959595959595,0.0025252525252525255
309,187,Ke'Bryan Hayes,PIT,138,595,12,67,56,15,6.9%,19.5%,0.127,0.301,0.254,0.309,0.381,0.302,90,0.0,-7.1,2.1,1.5,0.020168067226890758,0.09411764705882353,0.11260504201680673,0.0025210084033613447
310,485,Henry Davis,PIT,10,40,1,4,4,1,9.0%,26.8%,0.151,0.294,0.229,0.318,0.38,0.309,95,0.0,-0.3,-0.1,0.1,0.025,0.1,0.1,0.0025
311,201,Isiah Kiner-Falefa,PIT,130,560,5,58,40,16,5.4%,15.5%,0.085,0.305,0.263,0.311,0.348,0.291,83,0.2,-11.1,5.8,1.4,0.008928571428571428,0.07142857142857142,0.10357142857142858,0.0025
312,193,Brice Turang,MIL,139,602,7,64,45,39,8.7%,18.3%,0.096,0.288,0.242,0.308,0.338,0.287,82,4.0,-8.7,2.8,1.5,0.011627906976744186,0.07475083056478406,0.10631229235880399,0.0024916943521594683
313,273,Pavin Smith,ARI,84,364,12,44,41,1,11.3%,20.5%,0.166,0.289,0.249,0.335,0.416,0.328,109,-0.6,3.2,-7.1,0.9,0.03296703296703297,0.11263736263736264,0.12087912087912088,0.0024725274725274724
314,352,Luis Guillorme,,47,203,1,22,14,3,10.9%,17.9%,0.081,0.293,0.24,0.326,0.321,0.292,87,-0.4,-3.4,1.2,0.5,0.0049261083743842365,0.06896551724137931,0.10837438423645321,0.0024630541871921183
315,312,Christian Moore,LAA,57,245,8,26,27,2,7.1%,29.4%,0.16,0.301,0.232,0.29,0.392,0.297,91,-0.2,-2.8,0.9,0.6,0.0326530612244898,0.11020408163265306,0.10612244897959183,0.0024489795918367346
316,192,Michael Busch,CHC,143,616,21,72,74,3,10.2%,27.6%,0.177,0.298,0.235,0.321,0.412,0.32,107,-0.9,4.6,-10.9,1.5,0.03409090909090909,0.12012987012987013,0.11688311688311688,0.002435064935064935
317,287,Richie Palacios,TBR,76,329,4,37,26,11,11.3%,18.4%,0.104,0.278,0.232,0.326,0.336,0.298,97,0.5,-0.5,-3.0,0.8,0.0121580547112462,0.0790273556231003,0.11246200607902736,0.0024316109422492403
318,234,Miguel Vargas,CHW,105,455,11,51,45,10,11.1%,21.0%,0.14,0.273,0.23,0.321,0.369,0.306,98,0.0,-0.8,-3.4,1.1,0.024175824175824177,0.0989010989010989,0.11208791208791209,0.0024175824175824176
319,369,Luke Maile,,42,166,3,16,15,2,8.5%,29.1%,0.115,0.288,0.211,0.291,0.326,0.276,77,-0.2,-4.7,3.3,0.4,0.018072289156626505,0.09036144578313253,0.0963855421686747,0.0024096385542168677
320,442,Jakob Marsee,MIA,19,84,1,10,7,5,12.5%,25.5%,0.113,0.273,0.208,0.321,0.321,0.292,84,0.5,-1.2,0.3,0.2,0.011904761904761904,0.08333333333333333,0.11904761904761904,0.002380952380952381
321,212,Colt Keith,DET,126,546,15,69,56,5,7.0%,21.2%,0.153,0.311,0.263,0.315,0.415,0.316,107,-0.5,4.0,-9.6,1.3,0.027472527472527472,0.10256410256410256,0.12637362637362637,0.002380952380952381
322,189,Nick Castellanos,PHI,146,630,23,71,79,7,5.8%,23.4%,0.176,0.301,0.254,0.303,0.43,0.316,102,-0.6,0.7,-6.9,1.5,0.03650793650793651,0.1253968253968254,0.1126984126984127,0.002380952380952381
323,449,Daz Cameron,BAL,19,84,2,9,9,3,7.6%,26.5%,0.145,0.292,0.229,0.294,0.374,0.292,92,0.2,-0.6,-0.5,0.2,0.023809523809523808,0.10714285714285714,0.10714285714285714,0.002380952380952381
324,374,Chase DeLauter,CLE,39,168,4,18,19,1,7.5%,18.7%,0.148,0.287,0.252,0.309,0.4,0.308,102,-0.2,0.2,-1.8,0.4,0.023809523809523808,0.1130952380952381,0.10714285714285714,0.002380952380952381
325,379,Max Schuemann,ATH,39,168,2,17,12,5,9.7%,26.0%,0.091,0.29,0.215,0.309,0.307,0.28,84,0.3,-2.7,0.9,0.4,0.011904761904761904,0.07142857142857142,0.10119047619047619,0.002380952380952381
326,264,José Tena,WSN,87,378,9,39,37,9,5.1%,26.4%,0.13,0.328,0.255,0.295,0.384,0.295,89,-0.2,-5.3,1.6,0.9,0.023809523809523808,0.09788359788359788,0.10317460317460317,0.002380952380952381
327,324,Chris Taylor,LAD,58,252,7,28,25,6,10.0%,31.1%,0.145,0.303,0.219,0.304,0.364,0.296,91,0.1,-2.8,0.2,0.6,0.027777777777777776,0.0992063492063492,0.1111111111111111,0.0023809523809523807
328,202,Nolan Schanuel,LAA,136,588,9,66,47,9,11.6%,16.1%,0.107,0.296,0.257,0.351,0.364,0.319,107,-0.3,4.1,-10.5,1.4,0.015306122448979591,0.07993197278911565,0.11224489795918367,0.0023809523809523807
329,224,Max Kepler,PHI,117,504,17,59,58,3,8.4%,19.5%,0.17,0.27,0.242,0.312,0.412,0.315,101,-0.6,0.0,-5.4,1.2,0.03373015873015873,0.11507936507936507,0.11706349206349206,0.0023809523809523807
330,197,Tyler Fitzgerald,SFG,136,588,19,67,66,21,6.1%,31.1%,0.164,0.31,0.231,0.288,0.395,0.297,91,1.4,-4.7,-1.0,1.4,0.03231292517006803,0.11224489795918367,0.11394557823129252,0.0023809523809523807
331,200,Connor Norby,MIA,136,588,17,63,64,10,7.5%,28.4%,0.152,0.31,0.238,0.299,0.39,0.3,89,-0.5,-8.3,2.1,1.4,0.02891156462585034,0.10884353741496598,0.10714285714285714,0.0023809523809523807
332,206,Tyler Soderstrom,ATH,128,553,26,64,76,1,6.7%,27.5%,0.207,0.277,0.233,0.29,0.44,0.314,108,-0.8,4.5,-10.0,1.3,0.04701627486437613,0.13743218806509946,0.11573236889692586,0.0023508137432188066
333,222,Jarred Kelenic,ATL,118,511,19,60,63,11,8.5%,27.8%,0.182,0.3,0.239,0.306,0.421,0.314,100,-0.1,-0.1,-5.4,1.2,0.03718199608610567,0.1232876712328767,0.11741682974559686,0.0023483365949119373
334,404,Eric Haase,MIL,32,128,5,12,14,1,7.0%,33.7%,0.155,0.287,0.211,0.269,0.366,0.277,76,-0.2,-3.8,2.5,0.3,0.0390625,0.109375,0.09375,0.00234375
335,298,Paul DeJong,,70,301,11,30,35,3,6.0%,29.5%,0.166,0.277,0.22,0.276,0.386,0.288,85,-0.4,-5.8,2.7,0.7,0.036544850498338874,0.11627906976744186,0.09966777408637874,0.002325581395348837
336,204,Kyle Isbel,KCR,130,560,10,70,52,15,6.9%,20.5%,0.135,0.289,0.241,0.3,0.376,0.296,87,0.4,-7.7,2.0,1.3,0.017857142857142856,0.09285714285714286,0.125,0.0023214285714285715
337,330,Austin Slater,CHW,60,259,7,28,25,5,10.4%,27.6%,0.135,0.308,0.234,0.323,0.369,0.307,99,-0.1,-0.4,-2.6,0.6,0.02702702702702703,0.09652509652509653,0.10810810810810811,0.0023166023166023165
338,250,Anthony Rendon,LAA,100,434,6,45,35,8,10.6%,16.2%,0.101,0.269,0.233,0.325,0.334,0.297,91,-0.2,-4.8,0.4,1.0,0.013824884792626729,0.08064516129032258,0.10368663594470046,0.002304147465437788
339,263,Austin Hays,,91,392,12,44,47,4,6.2%,22.8%,0.165,0.298,0.25,0.306,0.415,0.313,102,-0.7,0.2,-4.2,0.9,0.030612244897959183,0.11989795918367346,0.11224489795918367,0.002295918367346939
340,279,Josh Rojas,CHW,81,350,5,36,29,9,9.4%,21.9%,0.104,0.295,0.237,0.31,0.341,0.29,87,0.2,-5.0,1.1,0.8,0.014285714285714285,0.08285714285714285,0.10285714285714286,0.002285714285714286
341,364,Luis Urías,,40,175,4,18,16,2,9.9%,23.4%,0.132,0.265,0.217,0.312,0.349,0.295,90,-0.3,-2.4,0.6,0.4,0.022857142857142857,0.09142857142857143,0.10285714285714286,0.002285714285714286
342,283,Davis Schneider,TOR,81,350,11,40,40,5,11.5%,28.7%,0.17,0.281,0.218,0.314,0.388,0.309,103,0.0,1.1,-5.2,0.8,0.03142857142857143,0.11428571428571428,0.11428571428571428,0.002285714285714286
343,243,Gavin Lux,CIN,112,483,11,61,48,6,9.7%,21.6%,0.145,0.307,0.254,0.328,0.398,0.318,97,-0.5,-2.2,-3.5,1.1,0.022774327122153208,0.09937888198757763,0.12629399585921325,0.0022774327122153212
344,420,Nick Loftin,KCR,31,133,2,14,11,2,8.3%,16.7%,0.106,0.28,0.243,0.312,0.349,0.293,86,-0.1,-2.3,0.3,0.3,0.015037593984962405,0.08270676691729323,0.10526315789473684,0.0022556390977443606
345,416,Austin Shenton,SEA,31,133,4,14,14,-1,10.4%,32.8%,0.15,0.286,0.205,0.292,0.355,0.287,92,-0.3,-1.6,-0.3,0.3,0.03007518796992481,0.10526315789473684,0.10526315789473684,0.0022556390977443606
346,411,Nelson Velázquez,KCR,31,133,6,16,17,2,8.3%,27.2%,0.199,0.287,0.236,0.304,0.435,0.319,103,-0.1,0.4,-2.1,0.3,0.045112781954887216,0.12781954887218044,0.12030075187969924,0.0022556390977443606
347,406,Alan Roden,TOR,31,133,2,15,12,2,9.2%,17.7%,0.118,0.289,0.247,0.331,0.365,0.309,103,0.0,0.4,-1.9,0.3,0.015037593984962405,0.09022556390977443,0.11278195488721804,0.0022556390977443606
348,229,Thairo Estrada,COL,113,490,13,56,52,11,4.6%,19.2%,0.146,0.308,0.266,0.312,0.413,0.315,88,-0.1,-7.0,1.8,1.1,0.026530612244897958,0.10612244897959183,0.11428571428571428,0.0022448979591836735
349,233,Spencer Horwitz,PIT,113,490,8,56,47,3,11.5%,18.4%,0.122,0.314,0.263,0.354,0.385,0.327,107,-0.9,3.4,-8.7,1.1,0.0163265306122449,0.09591836734693877,0.11428571428571428,0.0022448979591836735
350,240,Otto Lopez,MIA,113,490,5,55,39,17,6.0%,17.9%,0.101,0.313,0.262,0.311,0.363,0.296,86,0.4,-7.7,1.9,1.1,0.01020408163265306,0.07959183673469387,0.11224489795918367,0.0022448979591836735
351,285,Tyrone Taylor,NYM,83,357,11,41,41,9,5.7%,22.9%,0.164,0.274,0.231,0.286,0.395,0.295,92,0.1,-3.3,-1.0,0.8,0.03081232492997199,0.11484593837535013,0.11484593837535013,0.0022408963585434176
352,392,Austin Barnes,LAD,34,134,2,13,10,2,9.1%,22.5%,0.096,0.274,0.219,0.297,0.315,0.275,77,-0.1,-3.9,2.6,0.3,0.014925373134328358,0.07462686567164178,0.09701492537313433,0.002238805970149254
353,308,Christian Vázquez,MIN,79,315,5,28,27,3,5.7%,20.6%,0.103,0.281,0.234,0.279,0.337,0.271,75,-0.4,-9.3,5.4,0.7,0.015873015873015872,0.08571428571428572,0.08888888888888889,0.0022222222222222222
354,292,Roman Anthony,BOS,73,315,8,38,33,7,11.5%,26.7%,0.152,0.315,0.241,0.329,0.393,0.317,101,0.0,0.4,-3.7,0.7,0.025396825396825397,0.10476190476190476,0.12063492063492064,0.0022222222222222222
355,422,Reese McGuire,,23,90,1,9,8,1,6.9%,23.9%,0.104,0.302,0.235,0.293,0.339,0.279,79,-0.1,-2.3,1.8,0.2,0.011111111111111112,0.08888888888888889,0.1,0.0022222222222222222
356,196,Andrew Vaughn,CHW,146,630,20,70,75,2,6.7%,19.9%,0.165,0.293,0.256,0.314,0.421,0.319,107,-1.0,4.3,-11.4,1.4,0.031746031746031744,0.11904761904761904,0.1111111111111111,0.0022222222222222222
357,262,Donovan Solano,SEA,94,406,6,39,33,2,7.0%,21.6%,0.095,0.311,0.249,0.314,0.344,0.293,96,-0.7,-2.5,-2.0,0.9,0.014778325123152709,0.0812807881773399,0.0960591133004926,0.0022167487684729066
358,323,Cole Young,SEA,63,273,4,29,22,7,9.5%,21.9%,0.107,0.267,0.216,0.299,0.324,0.279,86,-0.1,-4.3,1.1,0.6,0.014652014652014652,0.08058608058608059,0.10622710622710622,0.002197802197802198
359,424,Nick Madrigal,,21,91,0,10,6,2,5.7%,10.5%,0.081,0.294,0.266,0.323,0.347,0.297,91,-0.1,-1.0,0.3,0.2,0.0,0.06593406593406594,0.10989010989010989,0.002197802197802198
360,429,Drew Waters,KCR,21,91,2,12,10,3,8.5%,28.7%,0.161,0.323,0.242,0.313,0.403,0.312,99,0.0,-0.1,-0.7,0.2,0.02197802197802198,0.10989010989010989,0.13186813186813187,0.002197802197802198
361,245,Jesse Winker,,117,504,12,56,48,8,13.0%,21.3%,0.133,0.279,0.231,0.341,0.364,0.316,104,-0.9,1.4,-7.9,1.1,0.023809523809523808,0.09523809523809523,0.1111111111111111,0.0021825396825396826
362,303,Brooks Baldwin,CHW,75,322,7,31,30,8,6.5%,23.6%,0.12,0.292,0.236,0.287,0.356,0.282,82,0.3,-6.4,2.5,0.7,0.021739130434782608,0.09316770186335403,0.09627329192546584,0.002173913043478261
363,219,Jose Miranda,MIN,128,553,14,62,61,4,5.6%,16.2%,0.145,0.297,0.266,0.315,0.412,0.315,106,-0.9,3.0,-9.8,1.2,0.02531645569620253,0.11030741410488246,0.11211573236889692,0.00216998191681736
364,351,Jerar Encarnacion,SFG,53,231,11,26,30,2,8.2%,34.2%,0.198,0.322,0.238,0.303,0.437,0.319,106,-0.3,1.4,-4.4,0.5,0.047619047619047616,0.12987012987012986,0.11255411255411256,0.0021645021645021645
365,275,Thomas Saggese,STL,86,371,10,41,40,4,4.7%,25.5%,0.149,0.301,0.242,0.286,0.391,0.294,89,-0.2,-5.1,0.9,0.8,0.026954177897574125,0.1078167115902965,0.1105121293800539,0.00215633423180593
366,381,Korey Lee,CHW,47,186,5,17,19,4,4.9%,29.3%,0.134,0.287,0.22,0.26,0.354,0.268,71,0.0,-6.0,3.6,0.4,0.026881720430107527,0.10215053763440861,0.0913978494623656,0.002150537634408602
367,218,Brooks Lee,MIN,130,560,12,56,56,5,6.6%,18.5%,0.128,0.274,0.238,0.287,0.366,0.286,85,-0.6,-9.9,3.0,1.2,0.02142857142857143,0.1,0.1,0.002142857142857143
368,402,Leo Rivas,SEA,32,140,1,14,8,8,13.1%,26.0%,0.065,0.286,0.206,0.315,0.27,0.272,81,0.6,-2.5,0.8,0.3,0.007142857142857143,0.05714285714285714,0.1,0.002142857142857143
369,501,Moises Ballesteros,CHC,11,47,1,5,5,0,7.6%,22.1%,0.142,0.281,0.238,0.295,0.379,0.294,90,-0.1,-0.6,-0.2,0.1,0.02127659574468085,0.10638297872340426,0.10638297872340426,0.002127659574468085
370,238,Ceddanne Rafaela,BOS,120,518,14,62,56,21,3.2%,25.1%,0.155,0.306,0.247,0.278,0.402,0.293,84,0.9,-8.7,2.2,1.1,0.02702702702702703,0.10810810810810811,0.11969111969111969,0.0021235521235521237
371,241,Nolan Jones,COL,120,518,16,66,59,10,11.5%,29.4%,0.171,0.334,0.247,0.339,0.418,0.331,99,-0.5,-0.9,-5.9,1.1,0.03088803088803089,0.1138996138996139,0.1274131274131274,0.0021235521235521237
372,366,Ezequiel Duran,TEX,44,189,6,21,21,4,5.2%,24.6%,0.156,0.306,0.249,0.293,0.405,0.302,96,-0.2,-1.0,-1.3,0.4,0.031746031746031744,0.1111111111111111,0.1111111111111111,0.0021164021164021165
373,226,Lourdes Gurriel Jr.,ARI,131,567,16,64,64,5,6.0%,18.2%,0.154,0.303,0.267,0.315,0.421,0.319,102,-0.7,0.9,-8.5,1.2,0.02821869488536155,0.1128747795414462,0.1128747795414462,0.002116402116402116
374,294,Mitch Garver,SEA,79,333,12,35,36,1,11.5%,29.5%,0.164,0.264,0.206,0.305,0.369,0.299,100,-0.6,-0.5,-3.4,0.7,0.036036036036036036,0.10810810810810811,0.10510510510510511,0.002102102102102102
375,300,Oswaldo Cabrera,NYY,78,336,8,35,34,7,7.5%,21.5%,0.136,0.279,0.235,0.295,0.371,0.291,89,0.2,-4.1,-0.2,0.7,0.023809523809523808,0.10119047619047619,0.10416666666666667,0.0020833333333333333
376,258,Alec Burleson,STL,112,483,15,51,54,6,6.2%,13.9%,0.152,0.283,0.267,0.314,0.418,0.317,104,-0.3,2.2,-9.1,1.0,0.031055900621118012,0.11180124223602485,0.10559006211180125,0.002070393374741201
377,301,Endy Rodríguez,PIT,83,339,7,39,34,2,7.7%,20.9%,0.137,0.295,0.246,0.306,0.383,0.301,89,-0.5,-4.7,0.3,0.7,0.02064896755162242,0.10029498525073746,0.11504424778761062,0.002064896755162242
378,490,Cal Stevenson,PHI,11,49,1,6,4,2,13.2%,22.4%,0.108,0.286,0.225,0.328,0.333,0.298,90,0.1,-0.5,-0.3,0.1,0.02040816326530612,0.08163265306122448,0.12244897959183673,0.0020408163265306124
379,350,Will Brennan,CLE,57,245,3,25,22,6,5.6%,14.1%,0.105,0.3,0.267,0.313,0.372,0.3,96,0.0,-1.1,-2.4,0.5,0.012244897959183673,0.08979591836734693,0.10204081632653061,0.0020408163265306124
380,437,Romy Gonzalez,BOS,23,98,4,12,12,4,6.0%,28.3%,0.181,0.315,0.249,0.298,0.43,0.313,98,-0.1,-0.3,-0.9,0.2,0.04081632653061224,0.12244897959183673,0.12244897959183673,0.0020408163265306124
381,445,DJ Stewart,,23,98,3,11,10,1,12.3%,28.2%,0.162,0.262,0.207,0.32,0.369,0.307,98,-0.1,-0.4,-1.0,0.2,0.030612244897959183,0.10204081632653061,0.11224489795918367,0.0020408163265306124
382,471,José Fermín,STL,11,49,1,5,4,2,9.5%,13.6%,0.102,0.26,0.233,0.319,0.336,0.294,89,0.0,-0.6,0.2,0.1,0.02040816326530612,0.08163265306122448,0.10204081632653061,0.0020408163265306124
383,465,Curtis Mead,TBR,11,49,1,6,5,1,6.0%,19.8%,0.153,0.293,0.253,0.308,0.405,0.31,106,0.0,0.3,-0.5,0.1,0.02040816326530612,0.10204081632653061,0.12244897959183673,0.0020408163265306124
384,313,Jacob Stallings,COL,75,294,5,31,27,1,8.8%,22.7%,0.118,0.292,0.233,0.311,0.351,0.295,75,-0.5,-9.4,5.8,0.6,0.017006802721088437,0.09183673469387756,0.1054421768707483,0.002040816326530612
385,409,Ronny Mauricio,NYM,34,147,5,15,16,5,4.0%,23.6%,0.153,0.279,0.235,0.269,0.388,0.283,84,0.2,-2.6,0.6,0.3,0.034013605442176874,0.10884353741496598,0.10204081632653061,0.002040816326530612
386,407,Shay Whitcomb,HOU,34,147,6,15,18,5,5.8%,29.0%,0.171,0.281,0.226,0.276,0.397,0.291,90,0.2,-1.4,-0.6,0.3,0.04081632653061224,0.12244897959183673,0.10204081632653061,0.002040816326530612
387,293,Hunter Goodman,COL,83,347,19,42,56,1,5.4%,27.1%,0.242,0.279,0.243,0.291,0.485,0.33,98,-0.4,-1.1,-3.3,0.7,0.05475504322766571,0.16138328530259366,0.12103746397694524,0.0020172910662824206
388,305,Joey Gallo,,81,350,16,41,43,3,13.5%,35.1%,0.204,0.261,0.195,0.311,0.399,0.313,102,-0.5,0.3,-5.2,0.7,0.045714285714285714,0.12285714285714286,0.11714285714285715,0.002
389,336,Joshua Palacios,PIT,70,301,8,34,33,7,7.1%,21.8%,0.151,0.297,0.249,0.31,0.4,0.31,96,0.0,-1.6,-3.0,0.6,0.026578073089700997,0.10963455149501661,0.11295681063122924,0.0019933554817275745
390,221,Spencer Steer,CIN,141,609,19,73,70,16,10.0%,20.9%,0.167,0.274,0.237,0.322,0.404,0.318,97,0.4,-1.6,-7.1,1.2,0.031198686371100164,0.11494252873563218,0.11986863711001643,0.0019704433497536944
391,518,Seby Zavala,BOS,13,51,1,5,5,0,8.4%,36.6%,0.131,0.289,0.193,0.269,0.323,0.264,64,-0.1,-2.2,1.0,0.1,0.0196078431372549,0.09803921568627451,0.09803921568627451,0.00196078431372549
392,249,Masataka Yoshida,BOS,118,511,12,60,55,4,6.5%,13.6%,0.143,0.305,0.279,0.338,0.422,0.331,111,-0.6,5.7,-12.7,1.0,0.023483365949119372,0.10763209393346379,0.11741682974559686,0.0019569471624266144
393,215,Brenton Doyle,COL,154,665,22,80,74,27,6.2%,28.4%,0.167,0.314,0.245,0.295,0.412,0.306,82,1.7,-12.3,2.4,1.3,0.03308270676691729,0.11127819548872181,0.12030075187969924,0.001954887218045113
394,403,Darell Hernaiz,ATH,36,154,2,15,12,3,5.6%,18.9%,0.094,0.291,0.244,0.289,0.338,0.276,82,0.0,-3.2,1.0,0.3,0.012987012987012988,0.07792207792207792,0.09740259740259741,0.001948051948051948
395,328,Johan Rojas,PHI,71,308,4,34,25,21,4.4%,20.0%,0.11,0.298,0.247,0.287,0.358,0.282,79,2.2,-5.6,1.1,0.6,0.012987012987012988,0.08116883116883117,0.11038961038961038,0.001948051948051948
